Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
Up,8.3,2009,PG,Pete Docter,Edward Asner,88,96,"https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Toy Story,8.3,1995,G,John Lasseter,Tom Hanks,96,81,"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_QL75_UX190_CR0,1,190,281_.jpg",Animation
Puss in Boots: The Last Wish,7.8,2022,PG,Joel Crawford,Antonio Banderas,73,102,"https://m.media-amazon.com/images/M/MV5BNjMyMDBjMGUtNDUzZi00N2MwLTg1MjItZTk2MDE1OTZmNTYxXkEyXkFqcGdeQXVyMTQ5NjA0NDM0._V1_QL75_UX190_CR0,4,190,281_.jpg",Animation
Encanto,7.2,2021,PG,Jared Bush,Stephanie Beatriz,75,102,"https://m.media-amazon.com/images/M/MV5BNjE5NzA4ZDctOTJkZi00NzM0LTkwOTYtMDI4MmNkMzIxODhkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Coco,8.4,2017,PG,Lee Unkrich,Anthony Gonzalez,81,105,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
Frozen,7.4,2013,PG,Chris Buck,Kristen Bell,75,102,"https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Mufasa: The Lion King,7.1,2024,R,Barry Jenkins,"Linda Woolverton,Irene Mecchi,Jonathan Roberts",66.9,116.3,No Poster Available,Animation
Howl's Moving Castle,8.2,2004,PG,Hayao Miyazaki,Chieko Baishô,82,119,"https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Zootopia,8,2016,PG,Byron Howard,Ginnifer Goodwin,78,108,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.2,2023,PG,Jeff Rowe,Micah Abbey,74,99,"https://m.media-amazon.com/images/M/MV5BYzE4MTllZTktMTIyZS00Yzg1LTg1YzAtMWQwZTZkNjNkODNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Kung Fu Panda,7.6,2008,PG,Mark Osborne,Jack Black,74,92,"https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR2,0,190,281_.jpg",Animation
Mars Express,7.5,2023,Not Rated,Jérémie Périn,"Laca Drucker,Mathieu Amalric,Daniel Njo,Lobé",76,88,No Poster Available,Animation
Your Name.,8.4,2016,R,Makoto Shinkai,"Makoto Shinkai,Clark Cheng",81,116.3,No Poster Available,Animation
The Lord of the Rings: The War of the Rohirrim,7.1,2024,R,Kenji Kamiyama,"Jeffrey Addiss,Phoebe Gittins,Will Matthews",66.9,116.3,No Poster Available,Animation
Taxi Driver,8.2,1976,R,Martin Scorsese,"Robert De,Niro Jodie,Foster Cybill,Shepherd",94,114,No Poster Available,Crime
Kill Bill: Vol. 1,8.2,2003,R,Quentin Tarantino,"Quentin Tarantino,Uma Thurman",69,111,No Poster Available,Action
We're the Millers,7,2013,R,Rawson Marshall Thurber,"Bob Fisher,Steve,Faber Sean,Anders",44,110,No Poster Available,Comedy
The Green Mile,8.6,1999,R,Frank Darabont,"Tom Hanks,Michael Clarke,Duncan David,Morse",61,189,No Poster Available,Crime
Animal,6.2,2023,Not Rated,Sandeep Reddy Vanga,"Suresh Bandaru,Saurabh Gupta,Pranay Reddy,Vanga",33,204,No Poster Available,Action
Prisoners,8.2,2013,R,Denis Villeneuve,"Hugh Jackman,Jake Gyllenhaal,Viola Davis",70,153,No Poster Available,Crime
12 Angry Men,9,1957,Approved,Sidney Lumet,Reginald Rose,97,96,No Poster Available,Crime
Joker,8.4,2019,R,Todd Phillips,"Todd Phillips,Scott Silver,Bob Kane",59,122,No Poster Available,Crime
Sicario,7.7,2015,R,Denis Villeneuve,"Emily Blunt,Josh Brolin,Benicio Del,Toro",82,121,No Poster Available,Action
Baby Driver,7.5,2017,R,Edgar Wright,"Ansel Elgort,Jon Bernthal,Jon Hamm",86,113,No Poster Available,Action
Léon: The Professional,8.5,1994,R,Luc Besson,"Jean Reno,Gary Oldman,Natalie Portman",64,110,No Poster Available,Action
In the Land of Saints and Sinners,6.3,2023,R,Robert Lorenz,"Kerry Condon,Desmond Eastwood,Conor Mac,Neill",60,106,No Poster Available,Action
The Equalizer,7.2,2014,R,Antoine Fuqua,"Denzel Washington,Marton Csokas,Chloë Grace,Moretz",57,132,No Poster Available,Action
The Equalizer 3,6.8,2023,R,Antoine Fuqua,"Denzel Washington,Dakota Fanning,Eugenio Mastrandrea",58,109,No Poster Available,Action
Wicked Little Letters,7,2023,R,Thea Sharrock,"Jessie Buckley,Olivia Colman,Timothy Spall",58,100,No Poster Available,Comedy
Beverly Hills Cop,7.4,1984,R,Martin Brest,"Daniel Petrie,Jr.Danilo Bach",66,105,No Poster Available,Action
The Silence of the Lambs,8.6,1991,R,Jonathan Demme,"Jodie Foster,Anthony Hopkins,Scott Glenn",86,118,No Poster Available,Crime
Heat,8.3,1995,R,Michael Mann,"Al Pacino,Robert De,Niro Val,Kilmer",76,170,No Poster Available,Action
No Country for Old Men,8.2,2007,R,Ethan Coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin",92,122,No Poster Available,Crime
Se7en,8.6,1995,R,David Fincher,"Morgan Freeman,Brad Pitt,Kevin Spacey",65,127,No Poster Available,Crime
John Wick: Chapter 4,7.7,2023,R,Chad Stahelski,"Keanu Reeves,Laurence Fishburne,George Georgiou",78,169,No Poster Available,Action
The Talented Mr. Ripley,7.4,1999,R,Anthony Minghella,"Matt Damon,Gwyneth Paltrow,Jude Law",76,139,No Poster Available,Crime
The Outsiders,7,1983,PG,Francis Ford Coppola,"C.,Thomas Howell,Matt Dillon,Ralph Macchio",45,91,No Poster Available,Crime
The Departed,8.5,2006,R,Martin Scorsese,"Leonardo Di,Caprio Matt,Damon Jack,Nicholson",85,151,No Poster Available,Crime
Goodfellas,8.7,1990,R,Martin Scorsese,"Nicholas Pileggi,Martin Scorsese",92,145,No Poster Available,Biography
The Batman,7.8,2022,PG-13,Matt Reeves,"Matt Reeves,Peter Craig,Bob Kane",72,176,No Poster Available,Action
The Courier,7.2,2020,PG-13,Dominic Cooke,"Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan",65,112,No Poster Available,Drama
The Dark Knight,9,2008,PG-13,Christopher Nolan,"Jonathan Nolan,Christopher Nolan,David,S.,Goyer",84,152,No Poster Available,Action
Killers of the Flower Moon,7.6,2023,R,Martin Scorsese,"Leonardo Di,Caprio Robert,De Niro,Lily Gladstone",89,206,No Poster Available,Crime
Pulp Fiction,8.9,1994,R,Quentin Tarantino,"Quentin Tarantino,Roger Avary",95,154,No Poster Available,Crime
The Bikeriders,7.5,2023,R,Jeff Nichols,"Jodie Comer,Austin Butler,Tom Hardy",73,116,No Poster Available,Crime
The Godfather,9.2,1972,R,Francis Ford Coppola,"Mario Puzo,Francis Ford,Coppola",100,175,No Poster Available,Crime
The Gentlemen,7.8,2019,R,Guy Ritchie,"Guy Ritchie,Ivan Atkinson,Marn Davies",51,113,No Poster Available,Action
Monster,4.6,2023,TV-MA,Rako Prijanto,"Marsha Timothy,Alex Abbad,Anantya Kirana",66,86,No Poster Available,Horror
Glass,6.6,2019,PG-13,M. Night Shyamalan,"M.,Night Shyamalan",43,129,No Poster Available,Drama
Lisa Frankenstein,6.1,2024,PG-13,Zelda Williams,"Kathryn Newton,Liza Soberano,Jenna Davis",47,101,No Poster Available,Comedy
It,7.3,2017,R,Andy Muschietti,"Chase Palmer,Cary Joji,Fukunaga Gary,Dauberman",69,135,No Poster Available,Fantasy
Smile,6.5,2022,R,Parker Finn,"Sosie Bacon,Jessie,T.,Usher Kyle,Gallner",68,115,No Poster Available,Horror
The Dead Don't Die,5.5,2019,R,Jim Jarmusch,"Bill Murray,Adam Driver,Tilda Swinton",53,104,No Poster Available,Comedy
Nosferatu,6.9,2024,R,Robert Eggers,"Aaron Taylor-Johnson, Bill Skarsgard.Nicholas Hoult",66,116.3,No Poster Available,Fantasy
A Serbian Film,5,2010,NC-17,Srdjan Spasojevic,"Srdjan,'Zika',Todorovic Sergej,Trifunovic Jelena,Gavrilovic",66,104,No Poster Available,Horror
Mandy,6.5,2018,Not Rated,Panos Cosmatos,"Panos Cosmatos,Aaron,Stewart-Ahn Casper,Kelly",83,121,No Poster Available,Action
The Prodigy,5.9,2019,R,Nicholas McCarthy,"Taylor Schilling,Jackson Robert,Scott Peter,Mooney",45,92,No Poster Available,Fantasy
Split,6,1974,R,Roger Lambert,"Mark Draisey,Steve Reader,Madeline Aitken",66,116.3,No Poster Available,Drama
The Menu,7.2,2022,R,Mark Mylod,"Ralph Fiennes,Anya,Taylor-Joy Nicholas,Hoult",71,107,No Poster Available,Comedy
Nope,6.8,2022,R,Jordan Peele,"Daniel Kaluuya,Keke Palmer,Brandon Perea",77,130,No Poster Available,Horror
Five Nights at Freddy's,5.5,2023,PG-13,Emma Tammi,"Scott Cawthon,Seth Cuddeback,Emma Tammi",33,109,No Poster Available,Horror
The First Omen,6.7,2024,R,Arkasha Stevenson,"Tim Smith,Arkasha Stevenson,Keith Thomas",65,119,No Poster Available,Horror
Midsommar,7.1,2019,R,Ari Aster,"Florence Pugh,Jack Reynor,Vilhelm Blomgren",72,148,No Poster Available,Drama
The Killing of a Sacred Deer,7,2017,R,Yorgos Lanthimos,"Barry,G.,Bernson Herb,Caillouet Bill,Camp",73,121,No Poster Available,Drama
Talk to Me,7.3,2007,R,Kasi Lemmons,"Michael Genet,Rick Famuyiwa",69,118,No Poster Available,Biography
Hereditary,7.3,2018,R,Ari Aster,"Toni Collette,Milly Shapiro,Gabriel Byrne",87,127,No Poster Available,Drama
MaXXXine,7.1,2024,R,Ti West,Ti West,66.9,103,No Poster Available,Crime
Exhuma,7,2024,R,Jang Jae-hyun,"Jang,Jae-hyun",66,116.3,No Poster Available,Horror
Shaitaan,6.7,2024,Not Rated,Vikas Bahl,"Aamil Keeyan,Khan Krishnadev,Yagnik",66.9,132,No Poster Available,Drama
Arcadian,5.5,2024,R,Benjamin Brewer,"Nicolas Cage,Jaeden Martell,Maxwell Jenkins",60,92,No Poster Available,Action
Barbarian,7,2022,R,Zach Cregger,"Georgina Campbell,Bill Skarsgard,Justin Long",78,102,No Poster Available,Horror
Immaculate,5.8,2024,R,Michael Mohan,"Sydney SweeneyÁlvaro,Morte Simona,Tabasco",57,89,No Poster Available,Horror
Tarot,4.9,2024,PG-13,Spenser Cohen,"Harriet Slater,Adain Bradley,Jacob Batalon",36,92,No Poster Available,Horror
I Saw the TV Glow,6.9,2024,PG-13,Jane Schoenbrun,"Justice Smith,Brigette,Lundy-Paine Ian,Foreman",84,100,No Poster Available,Drama
Late Night with the Devil,7.1,2023,R,Cameron Cairnes,"David Dastmalchian,Laura Gordon,Ian Bliss",72,93,No Poster Available,Horror
The Substance,8,2024,R,Coralie Fargeat,"Margaret Qualley,Demi Moore,Dennis Quaid",83,116.3,No Poster Available,Drama
The Strangers: Chapter 1,5,2024,R,Renny Harlin,"Madelaine Petsch,Ryan Bown,Matus Lajcak",43,91,No Poster Available,Horror
Alien,8.5,1979,R,Ridley Scott,"Dan,O'Bannon Ronald,Shusett",89,117,No Poster Available,Horror
A Quiet Place,7.5,2018,PG-13,John Krasinski,"Bryan Woods,Scott Beck,John Krasinski",82,90,No Poster Available,Drama
Deadpool 2,7.6,2018,R,David Leitch,"Rhett Reese,Paul Wernick,Ryan Reynolds",66,119,No Poster Available,Action
Avengers: Endgame,8.4,2019,PG-13,Anthony Russo,"Christopher Markus,Stephen Mc,Feely Stan,Lee",78,181,No Poster Available,Action
Spider-Man: Across the Spider-Verse,8.6,2023,PG,Joaquim Dos Santos,"Shameik Moore,Hailee Steinfeld,Brian Tyree,Henry",86,140,No Poster Available,Animation
Star Wars: Episode I - The Phantom Menace,6.5,1999,PG,George Lucas,"Ewan Mc,Gregor Liam,Neeson Natalie,Portman",51,136,No Poster Available,Action
Spider-Man: No Way Home,8.2,2021,PG-13,Jon Watts,"Chris Mc,Kenna Erik,Sommers Stan,Lee",71,148,No Poster Available,Action
Rebel Moon - Part Two: The Scargiver,5.2,2024,PG-13,Zack Snyder,"Zack Snyder,Kurt Johnstad,Shay Hatten",35,122,No Poster Available,Action
The Matrix,8.7,1999,R,Lana Wachowski,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",73,136,No Poster Available,Action
Blade Runner 2049,8,2017,R,Denis Villeneuve,"Hampton Fancher,Michael Green,Philip,K.,Dick",81,164,No Poster Available,Action
Jurassic Park,8.2,1993,PG-13,Steven Spielberg,"Michael Crichton,David Koepp",68,127,No Poster Available,Action
The Fifth Element,7.6,1997,PG-13,Luc Besson,"Luc Besson,Robert Mark,Kamen",52,126,No Poster Available,Action
The Hunger Games,7.2,2012,PG-13,Gary Ross,"Gary Ross,Suzanne Collins,Billy Ray",68,142,No Poster Available,Action
Godzilla vs. Kong,6.3,2021,PG-13,Adam Wingard,"Terry Rossio,Michael Dougherty,Zach Shields",59,113,No Poster Available,Action
Rebel Moon - Part One: A Child of Fire,5.6,2023,PG-13,Zack Snyder,"Zack Snyder,Kurt Johnstad,Shay Hatten",31,133,No Poster Available,Action
28 Days Later,7.5,2002,R,Danny Boyle,"Cillian Murphy,Naomie Harris,Christopher Eccleston",73,113,No Poster Available,Drama
Alien: Romulus,7.1,2024,R,Fede Alvarez,"Fede Alvarez,Rodo Sayagues,Dan,O'Bannon",66.9,116.3,No Poster Available,Horror
Inception,8.8,2010,PG-13,Christopher Nolan,"Leonardo Di,Caprio Joseph,Gordon-Levitt Elliot,Page",74,148,No Poster Available,Action
A Quiet Place: Day One,7.1,2024,R,Michael Sarnoski,"Michael Sarnoski,John Krasinski,Bryan Woods",66.9,116.3,No Poster Available,Drama
Mad Max Beyond Thunderdome,6.2,1985,PG-13,George Miller,"Terry Hayes,George Miller,Byron Kennedy",71,107,No Poster Available,Action
Interstellar,8.7,2014,PG-13,Christopher Nolan,"Matthew Mc,Conaughey Anne,Hathaway Jessica,Chastain",74,169,No Poster Available,Adventure
Her,8,2013,R,Spike Jonze,"Joaquin Phoenix,Amy Adams,Scarlett Johansson",91,126,No Poster Available,Drama
Godzilla Minus One,7.9,2023,PG-13,Takashi Yamazaki,"Ryunosuke Kamiki,Minami Hamabe,Sakura Andô",81,124,No Poster Available,Action
Dune,8,2021,PG-13,Denis Villeneuve,"Jon Spaihts,Denis Villeneuve,Eric Roth",74,155,No Poster Available,Action
Megalopolis,7,2024,R,Francis Ford Coppola,"Adam Driver,Giancarlo Esposito,Nathalie Emmanuel",58,116.3,No Poster Available,Drama
Dune: Part Two,8.6,2024,PG-13,Denis Villeneuve,"Timothée Chalamet,Zendaya Rebecca,Ferguson",79,166,No Poster Available,Action
Kingdom of the Planet of the Apes,7.2,2024,PG-13,Wes Ball,"Owen Teague,Freya Allan,Kevin Durand",66,145,No Poster Available,Action
Spider-Man: Into the Spider-Verse,8.4,2018,PG,Bob Persichetti,Shameik Moore,87,117,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
The Incredibles,8,2004,PG,Brad Bird,"Craig,T.,Nelson",90,115,"https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Charlie and the Chocolate Factory,6.7,2005,PG,Tim Burton,Johnny Depp,72,115,"https://m.media-amazon.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
Harry Potter and the Chamber of Secrets,7.4,2002,PG,Chris Columbus,Daniel Radcliffe,63,161,"https://m.media-amazon.com/images/M/MV5BMjE0YjUzNDUtMjc5OS00MTU3LTgxMmUtODhkOThkMzdjNWI4XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_QL75_UY281_CR3,0,190,281_.jpg",Adventure
Shrek 2,7.3,2004,PG,Andrew Adamson,Mike Myers,75,93,"https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",Animation
Minecraft,7.1,2025,R,Jared Hess,"Chris Bowman,Hubbel Palmer,Allison Schroeder",66.9,116.3,No Poster Available,Action
Willy Wonka & the Chocolate Factory,7.8,1971,G,Mel Stuart,Gene Wilder,67,100,"https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
The Sandlot,7.8,1993,PG,David Mickey Evans,Tom Guiry,55,101,"https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Comedy
Stardust,7.6,2007,PG-13,Matthew Vaughn,Charlie Cox,66,127,"https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
Elemental,7,2023,PG,Peter Sohn,Leah Lewis,58,101,"https://m.media-amazon.com/images/M/MV5BZjYxYWVjMDMtZGRjZS00ZDE4LTk0OWUtMjUyOTI4MmYxNjgwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,2005,PG,Andrew Adamson,Tilda Swinton,75,143,"https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
Miss Peregrine's Home for Peculiar Children,6.7,2016,PG-13,Tim Burton,Eva Green,57,127,"https://m.media-amazon.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_QL75_UY281_CR17,0,190,281_.jpg",Adventure
Harry Potter and the Deathly Hallows: Part 2,8.1,2011,PG-13,David Yates,Daniel Radcliffe,85,130,"https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Adventure
Ratatouille,8.1,2007,G,Brad Bird,Brad Garrett,96,111,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Harry Potter and the Prisoner of Azkaban,7.9,2004,PG,Alfonso Cuarón,Daniel Radcliffe,82,142,"https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
The Wizard of Oz,8.1,1939,G,Victor Fleming,Judy Garland,92,102,"https://m.media-amazon.com/images/M/MV5BY2NjNDU1ZjctN2VhZi00Nzc5LTljNmItMTZiOTg1ODkwYjgwXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_QL75_UX190_CR0,3,190,281_.jpg",Adventure
Moana,7.6,2016,PG,Ron Clements,Auli'i Cravalho,81,107,"https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Harold and the Purple Crayon,7.1,2024,PG,Carlos Saldanha,"Zachary Levi,Lil Rel,Howery Benjamin,Bottani",66.9,92,No Poster Available,Animation
Finding Nemo,8.2,2003,G,Andrew Stanton,Albert Brooks,90,100,"https://m.media-amazon.com/images/M/MV5BYWE0MzUzNDctNTFiYS00YzY3LWEzYWMtMDQyMWE5OTMxOTBiXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UY281_CR1,0,190,281_.jpg",Animation
Sing 2,7.3,2021,PG,Garth Jennings,"Matthew Mc,Conaughey",49,110,"https://m.media-amazon.com/images/M/MV5BMWRiZGQ1NDMtODQ2OS00MDlhLWJkZGYtM2ZmNjlhZThjOWRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,10,190,281_.jpg",Animation
Garfield: The Movie,5,2004,PG,Peter Hewitt,Breckin Meyer,27,80,"https://m.media-amazon.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
The Little Mermaid,7.2,2023,PG,Rob Marshall,Halle Bailey,59,135,"https://m.media-amazon.com/images/M/MV5BYTUxYjczMWUtYzlkZC00NTcwLWE3ODQtN2I2YTIxOTU0ZTljXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
Harry Potter and the Goblet of Fire,7.7,2005,PG-13,Mike Newell,Daniel Radcliffe,81,157,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
Trolls Band Together,6,2023,PG,Walt Dohrn,Anna Kendrick,53,91,"https://m.media-amazon.com/images/M/MV5BMTY4MDk2YWUtNWY1My00YjAxLWI4ZGQtMmRhN2FiNDI4NDRjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,10,190,281_.jpg",Animation
Transformers One,7.1,2024,R,Josh Cooley,"Chris Hemsworth,Brian Tyree,Henry Scarlett,Johansson",66.9,116.3,No Poster Available,Animation
The Boy and the Heron,7.5,2023,PG-13,Hayao Miyazaki,Soma Santoki,91,124,"https://m.media-amazon.com/images/M/MV5BZjZkNThjNTMtOGU0Ni00ZDliLThmNGUtZmMxNWQ3YzAxZTQ1XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR1,0,190,281_.jpg",Animation
The Lion King,8.5,1994,G,Roger Allers,Matthew Broderick,88,88,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Cars,7.2,2006,G,John Lasseter,Owen Wilson,73,116,"https://m.media-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Shrek,7.9,2001,PG,Andrew Adamson,Mike Myers,84,90,"https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",Animation
Spirited Away,8.6,2001,PG,Hayao Miyazaki,Daveigh Chase,96,125,"https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
Moana 2,7.1,2024,R,David G. Derrick Jr.,"Gil Kenan,Jason Reitman,Ivan Reitman",66.9,116.3,No Poster Available,Animation
The Goonies,7.7,1985,PG,Richard Donner,Sean Astin,62,114,"https://m.media-amazon.com/images/M/MV5BNTNmZDc0ZDEtZjY3Ni00YmVjLTljNWQtMTE3NDAxNWFhMDk4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",Adventure
The Super Mario Bros. Movie,7,2023,PG,Aaron Horvath,Chris Pratt,46,92,"https://m.media-amazon.com/images/M/MV5BOTJhNzlmNzctNTU5Yy00N2YwLThhMjQtZDM0YjEzN2Y0ZjNhXkEyXkFqcGdeQXVyMTEwMTQ4MzU5._V1_QL75_UY281_CR0,0,190,281_.jpg",Animation
The Princess Bride,8,1987,PG,Rob Reiner,Cary Elwes,78,98,"https://m.media-amazon.com/images/M/MV5BYzdiOTVjZmQtNjAyNy00YjA2LTk5ZTAtNmJkMGQ5N2RmNjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR2,0,190,281_.jpg",Adventure
Jumanji,7.1,1995,PG,Joe Johnston,Robin Williams,39,104,"https://m.media-amazon.com/images/M/MV5BZTk2ZmUwYmEtNTcwZS00YmMyLWFkYjMtNTRmZDA3YWExMjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR11,0,190,281_.jpg",Adventure
Sonic the Hedgehog 3,6.9,2024,R,Jeff Fowler,"Ben Schwartz,Colleen,O'Shaughnessey Idris,Elba",66,116.3,No Poster Available,Action
Unsung Hero,7.1,2024,PG,Richard L. Ramsey,Daisy Betts,46,113,"https://m.media-amazon.com/images/M/MV5BM2Q0ZmFjNjQtM2U4OC00YWViLWFhYTUtMmMwNmI2MDEwNmJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
Descendants: The Rise of Red,6.9,2024,TV-G,Jennifer Phang,"Rita Ora,Joshua Colley,China Anne,Mc Clain",66,116.3,No Poster Available,Action
Harry Potter and the Sorcerer's Stone,7.6,2001,PG,Chris Columbus,Daniel Radcliffe,65,152,"https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UY281_CR1,0,190,281_.jpg",Adventure
Twister,6.5,1996,PG-13,Jan de Bont,"Helen Hunt,Bill Paxton,Cary Elwes",68,113,No Poster Available,Action
Land of Bad,6.5,2024,R,William Eubank,"Liam Hemsworth,Russell Crowe,Luke Hemsworth",57,113,No Poster Available,Action
